,text,positive,negative,neutral,result
2953,"pepsi jetblue zeroisnowboarding 
sweepstakes 
pepsi
jetblue ",,,,
2954,"jetblue pepsi ooh baby do i ever need a few days away. 
zeroisnowboarding sweepstakes pepsi jetblue",,,,
2956,what a great friendship  zeroisnowboarding sweepstakes   pepsi  jetblue ✈️ ,,,,
2958,pepsi jetblue we're ready to go! zeroisnowboarding sweepstakes ,,,,
2959,vacation sounds great!  zeroisnowboarding sweepstakes  pepsi  jetblue ✈️ ,,,,
2961,pepsi jetblue pepsi jetblue zeroisnowboarding sweepstakes brendasgreenenv chinookci cruisinfiend life_fishin kentuckygirl87,,,,
2962,"rt crypto_hiroshi: hey pepsi tout ce baratin pour dire que vous ne savez pas faire du marketing hein !

nextep vous a offert une visibil…",,,,
2965,"¡pepsi estrena nuevo logotipo y diseño visual! 🎉🎨

la compañía presentó su nuevo logotipo y sistema de identidad visual, diseñados en colaboración con pepsico design + innovation y la agencia mrs&amp;mr 🤝👀 

¿qué te parece el cambio?🤔 
pepsi nuevodiseño identidadvisual ",,,,
2966,"zeroisnowboarding sweepstakes 
pepsi jetblue let's goooooo!!✈️ ",,,,
2967,zeroisnowboarding sweepstakes pepsi jetblue trying to get that birthday vacay in may,,,,
2969,jetblue pepsi zeroisnowboarding sweepstakes jetblue pepsi this would be amazing! lfg,,,,
2971,jetblue pepsi thank you for the chance! zeroisnowboarding sweepstakes,,,,
2972,"jetblue pepsi thank you for the chance! zeroisnowboarding sweepstakes 
pepsi
jetblue ",,,,
2973,"jetblue pepsi pepsi post w/ zeroisnowboarding sweepstakes

would love to take my brother to tx or fl for a much needed mental health break",,,,
2975,"jetblue pepsi zeroisnowboarding sweepstakes 
pepsi and jetblue god bless u all 
🙏🙏",,,,
2976,"will crypto dump this weekend and stock market dump start after the holidays? that is how i will move the market, if i was the operator

dxy btc    gold xauusd silver xagusd gbpusd eurusd usdcad usdjpy uranium pepsi    mcdonalds coke nike",,,,
2977,jetblue pepsi zeroisnowboarding sweepstakes definitely need a vaca,,,,
2979,they want me out of the house so they can be left alone zeroisnowboarding sweepstakes pepsi jetblue ,,,,
2984,"during the sweepstakes period, post or tweet pepsi and jetblue using
the hashtags zeroisnowboarding sweepstakes",,,,
2986,jetblue pepsi let's go!! zeroisnowboarding sweepstakes pepsi jetblue,,,,
2987,"jetblue pepsi ready, set, jet. triploading 🤞🏾🛬 zeroisnowboarding sweepstakes pepsi jetblue",,,,
2988,jetblue pepsi zeroisnowboarding sweepstakes  pepsi and jetblue please!!,,,,
2989,zeroisnowboarding sweepstakes pepsi  jetblue 🤞🏼🤞🏼🤞🏼 lets try our luck🍀,,,,
2990,abriendo el concierto de duki y bizarrap en pepsi el salvador ,,,,
2991,"pepsi just to let you know your new recipe (aka reduced sugar added sweeteners but still charging full price, loop holes eh 😉) tastes like pure and utter shit. you’ve ruined a lovely drink.",,,,
2992,pepsi jetblue zeroisnowboarding sweepstakes i am ready to fly!,,,,
2994,"ilhadaslendas crocjg é o melhor import que eu vi jogar 
thinkmore
pepsi 
pepsifeelthemoment",,,,
2996,"la uefachampionsleague también es una oportunidad para las marcas de lanzar nuevas campañas publicitarias. en el pasado, marcas como pepsi han utilizado la competición como plataforma para lanzar nuevas campañas publicitarias, como ""the game"" en 2016. ",,,,
2997,"jetblue pepsi need a vacation! 
zeroisnowboarding sweepstakes  pepsi jetblue",,,,
2998,never a big gizellebryant fan but her bottle insanity and making pepsi cry was really the limit rhugt ,,,,
2999,jetblue pepsi zeroisnowboarding sweepstakes pepsi and jetblue would love to win! wow!,,,,
3001,dcunited pepsi i despise pepsi.  do not put that logo on our sacred jersey.,,,,
3002,"zeroisnowboarding sweepstakes
pepsi jetblue besties 👯‍♀️ ",,,,
3004,"cntrlscrut1nizr insidernikola curiosity900 jabe8 statsdman ron95803396 marmaledetto supershrimpcap 999bpm lgm__2019 johnsnownw alexjohnston86 onlyaktien zorkmid123 medinapanea srmabekianj zack19192 andrewawski yatinkheti greenarrowinvst lizmilton11 onlyatkein joeysylvio capitalisttalk jones43346665 goncalves_marco msl0727 aaaldoaguilera jasonroycht nikolamotor iveco innercitypress univarsolutions pepsi duh everybody knows that's e-loc brakes. invented by trevor, patented by trevor. however he wants to make trucking better so he is going to share the patent with everybody.🤣🤣🤣",,,,
3005,you know who else loves pepsi? one of my 8th grade students who named his hamster pepsi and had a shirt made of his hamster  ,,,,
3007,pepsi jetblue w😍w!! w/ zeroisnowboarding sweepstakes  pepsi  jetblue,,,,
3008,"jetblue pepsi zeroisnowboarding 
sweepstakes 
this is a amazing opportunity jetblue &amp; pepsi 👏🏼👏🏼 
good luck everyone 🤞",,,,
3009,jetblue pepsi zeroisnowboarding sweepstakes pepsi jetblue   thank you for making my last flight a super easy travel experience!!!,,,,
3012,"fly me away somewhere warm please! 

zeroisnowboarding sweepstakes pepsi  jetblue",,,,
3013,haven’t been on a family vacation since before the pandemic. 😉😘zeroisnowboarding sweepstakes pepsi jetblue ,,,,
3015,i would love to travel more this year and fly with jetblue for the first time✈️ pepsi zeroisnowboarding sweepstakes ,,,,
3016,"zeroisnowboarding, sweepstakes, jetblue and pepsi",,,,
3017,ready to travel like the influencer i am!  take me away pepsi and jetblue zeroisnowboarding sweepstakes pepsi jetblue ,,,,
3018,jetblue pepsi zeroisnowboarding sweepstakes pepsi jetblue would be great to win. thank you for the opportunity,,,,
3019,"jetblue pepsi zeroisnowboarding sweepstakes 
good luck everyone!!",,,,
3020,love this collab!!  zeroisnowboarding sweepstakes  pepsi  jetblue need to travelll,,,,
3021,jetblue pepsi well this sounds amazing! zeroisnowboarding sweepstakes,,,,
3022,jetblue pepsi love this collab!!  zeroisnowboarding sweepstakes  pepsi  jetblue would love to travel rn!,,,,
3023,love this collab!!  zeroisnowboarding sweepstakes  pepsi  jetblue ,,,,
3024,jetblue pepsi i'm ready 🛫zeroisnowboarding sweepstakes,,,,
3025,jetblue pepsi zerolsnowboarding sweepstakes jetblue  pepsi would be a perfect early wedding gift 🤍,,,,
3027,jetblue pepsi ready zeroisnowboarding sweepstakes pepsi jetblue,,,,
3028,"jetblue pepsi would love to travel home
zeroisnowboarding sweepstakes
pepsi jetblue",,,,
3029,jetblue pepsi don’t mind if i do. zeroisnowboarding sweepstakes and tag pepsi and jetblue,,,,
3030,jetblue pepsi sooooo ready for a trip!!!!!  zeroisnowboarding sweepstakes ,,,,
3032,pepsi jetblue  zeroisnowboarding sweepstakes ,,,,
3033,grouchosdeli pepsi who could order anything but sweet iced tea at grouchos?,,,,
3035,jetblue pepsi zeroisnowboarding sweepstakes and tag pepsi and jetblue kplake14 come check this out. so exciting 😁🤞🙏,,,,
3036,pepsi jetblue flew jetblue today - boston to pittsburgh this morning zeroisnowboarding sweepstakes,,,,
3037,"😋😋😋😋😋

even got our pepsi n da background! ",,,,
3038,pepsi sameena355 jetblue zeroisnowboarding  sweepstakes  jetblue pepsi ✈️,,,,
3039,zeroisnowboarding giveaway ✈️ ✨ pepsi jetblue this mama needs a vacay! ,,,,
3040,jetblue pepsi i’m ready zeroisnowboarding sweepstakes jetblue pepsi,,,,
3041,pepsi i did just that!!!! it is awesome!!!thank you pepsico and peeps!!! made in heaven ❤️ 💙 💜 💖 💗 💘 ❤️ 💙 💜 💖 💗 💘 ❤️ 💙 💜 💖 💗,,,,
3042,zeroisnowboarding sweepstakes star is ready to go jetblue pepsi ,,,,
3043,jetblue pepsi jetblue pepsi thanks for the chance,,,,
3044,jetblue pepsi zeroisnowboarding  sweepstakes  pepsi and jetblue 🤞this mama can really use a vacation thank you for this chance ♥️,,,,
3045,pepsi jetblue really tired，i need to do some traveling zeroisnowboarding sweepstakes pepsi jetblue,,,,
3046,"have you ever wondered what peeps flavored pepsi would taste like? what about pepsi flavored peeps? check the link for the review of pepsi x peepsbrand 

 ",,,,
3047,"jetblue pepsi zeroisnowboarding sweepstakes dietpepsi 
i'm ready to travel.",,,,
3048,"zeroisnowboarding sweepstakes
 pepsi 
jetblue

can you send me and my wife on a nice trip where we can elope? 

seriously it would be dope!!! ",,,,
3049,"zeroisnowboarding sweepstakes pepsi jetblue 
would love to win",,,,
3050,"jetblue pepsi zeroisnowboarding sweepstakes pepsi jetblue 
thank you for the opportunity",,,,
3051,jetblue pepsi pepsi where's my jetblue?  sweepstakes zeroisnowboarding,,,,
3052,jetblue pepsi fingers crossed zeroisnowboarding sweepstakes,,,,
3056,"jetblue pepsi zeroisnowboarding sweepstakes
jetblue a family vacay is so needed, we all need a break from school and work!🛩🛫",,,,
3057,"jetblue pepsi thanks for the opportunity, i would love a vacation on you! ✈️ 🏝️ 
zeroisnowboarding sweepstakes",,,,
3058,pepsi jetblue awesome! zeroisnowboarding sweepstakes,,,,
3059,jetblue pepsi zeroisnowboarding sweepstakes this would make me soooooo happy!! 😍,,,,
3061,jetblue pepsi zeroisnowboarding sweepstakes and tag pepsi and jetblue 🤞🤞🤞🤞😍😍😍😍✈️✈️✈️,,,,
3062,"jetblue pepsi i would love to surf the waves in hawaii! zeroisnowboarding sweepstakes
pepsi   jetblue",,,,
3063,"jetblue pepsi woohooo!  fingers crossed for free airfare!  zeroisnowboarding sweepstakes
pepsi   jetblue",,,,
3064,"jetblue pepsi zeroisnowboarding sweepstakes 
pepsi   jetblue   thanks for the chance!",,,,
3065,w/ zeroisnowboarding sweepstakes pepsi and jetblue i'm ready for a much needed vacation!!! being a mother of 3 under 4 ain't no joke. where yall flying me?,,,,
3066,the reason ceo’s write memoirs is perhaps less interesting than the reason we read them. we explore both in our review of apple and pepsi executive johnsculley’s odyssey:  johnsculley1 apple stevejobs marketing pepsi advertising ceo cmo,,,,
3067,let’s gooooo zeroisnowboarding  sweepstakes  pepsi jetblue ,,,,
3068,jetblue pepsi jetblue and pepsizerolsnowboardingjetbluepepsi sweepstakes,,,,
3069,"zeroisnowboarding sweepstakes
vacation calling. 
 pepsi and jetblue ",,,,
3070,throwdown pepsi 🤭🤭🤭 followed. you are awesome. 🤣,,,,
3074,jetblue pepsi zeroisnowboarding sweepstakes jetblue pepsi omg 😲 😍 let's go!!,,,,
3075,🙌🏽🙌🏽 zeroisnowboarding sweepstakes  this is 💣🔥 pepsi jetblue ,,,,
3076,pepsi zeroisnowboarding sweepstakes jetblue pepsi ✈️ ,,,,
3079,pepsi jetblue sweepstakes zeroisnowboarding jetblue pepsi,,,,
3081,jetblue pepsi pepsi  jetblue thank you for the chance to be treated like an influencer!  zeroisnowboarding sweepstakes,,,,
3083,yasss! i’d love the opportunity to be treated like an influencer! zeroisnowboarding sweepstakes thanks pepsi and jetblue 💙💙 ,,,,
3084,"jetblue pepsi this would be so amazing and well deserved for me and my son's let's goo
zeroisnowboarding sweepstakes pepsi jetblue",,,,
3085,jetblue pepsi pepsi and jetblue. i need a getaway. please send me on a vacation! zeroisnowboarding sweepstakes,,,,
3086,❤️it!! zeroisnowboarding sweepstakes pepsi and jetblue ,,,,
3088,jetblue pepsi zeroisnowboarding sweepstakes  pepsi and jetblue smithsonian air and space museum washington dc wright brothers original plane. ,,,,
3089,zeroisnowboarding sweepstakes  pepsi and jetblue smithsonian air and space museum washington dc wright brothers original plane. ,,,,
3090,jetblue pepsi zeroisnowboarding sweepstakes pepsi jetblue  winning this would be a dream come true!!! ,,,,
3091,awesome 🤩pepsi &amp; jetblue ✈️!!! zeroisnowboarding sweepstakes,,,,
3092,zeroisnowboarding sweepstakes  pepsi jetblue    i’ve never been on a plane before… fly me to the moon… lol,,,,
3093,"jetblue pepsi to a great partnership 🥂🥂🥂
zeroisnowboarding sweepstakes 
pepsi jetblue",,,,
3094,jetblue pepsi zeroisnowboarding sweepstakes  pepsi jetblue i desperately need a vacation… lol,,,,
3095,jetblue pepsi zeroisnowboarding sweepstakes and pepsi and jetblue ,,,,
3096,jetblue pepsi this is so awesome and i need a vacation! thanks pepsi jetblue zeroisnowboarding sweepstakes,,,,
3097,zeroisnowboarding sweetstakes  thanks pepsi and jetblue,,,,
3098,jetblue pepsi oh yes! would love this  zeroisnowboarding sweepstakes pepsi jetblue,,,,
3099,jetblue pepsi zeroisnowboarding sweepstakes awesome giveaway good luck all,,,,
3101,jetblue pepsi w/ zeroisnowboarding sweepstakes pepsi and jetblue,,,,
3102,"zeroisnowboarding sweepstakes pepsi jetblue 
would love to win please 🥹🥹💝",,,,
3103,how cool! this would be amazing! thank you pepsi and jetblue zeroisnowboarding sweepstakes ,,,,
3104,jetblue pepsi zeroisnowboarding sweepstakes  this would be so amazing to win a vacation package to help take my kids on a vacation to see their grandfather in florida ❤️ plus y’all know momma needs a vacation and some quality family time away from work.,,,,
3105,"jetblue pepsi this would be amazing i could visit my momma 😍 haven't been able to see her in over a year

zeroisnowboarding sweepstakes pepsi and jetblue",,,,
3106,pepsi jetblue zeroisnowboarding sweepstakes i need a vacation!🌴🏝,,,,
3107,zeroisnowboarding sweepstakes  pepsi  jetblue  ✈️  🛩️ take me away pepsi and jetblue ❤️,,,,
3108,"we're partnering up with pepsi zero sugar to treat everybody like an influencer. post w/ zeroisnowboarding sweepstakes and tag 
pepsi
 and 
jetblue
 for your chance to win 1 in 100 free prizes, including zero-fee flights and vacation packages. safe flights y’all! ✈️",,,,
3109,"hope that i be one of them!! 🤞 
jetblue  pepsi  zeroisnowboarding   sweepstakes ",,,,
3110,"jetblue pepsi zeroisnowboarding sweepstakes  pepsi jetblue 
i need to take my daughter to visit my father in law in north carolina for the first time",,,,
3111,zeroisnowboarding sweepstakes and  pepsi and jetblue let's fly ✈️🛫 ,,,,
3112,"jetblue pepsi we're partnering up with pepsi zero sugar to treat everybody like an influencer. post w/ zeroisnowboarding sweepstakes and tag 
pepsi
 and 
jetblue
 for your chance to win 1 in 100 free prizes, including zero-fee flights and vacation packages. safe flights y’all! ✈️",,,,
3113,jetblue pepsi zeroisnowboarding sweepstakes pepsi jetblue thank you in advance❤️❤️❤️,,,,
3114,"jetblue pepsi zeroisnowboarding sweepstakes 
pepsi jetblue 

i have not been to the airport in a hot minute",,,,
3115,jetblue pepsi will love to win a future honeymoon trip!! zeroisnowboarding sweepstakes jetblue pepsi,,,,
3116,jetblue pepsi packing my bags now 😘zeroisnowboarding sweepstakes pepsi  jetblue,,,,
3117,"pepsi jetblue zeroisnowboarding sweepstakes 
pepsi
 
jetblue",,,,
3118,"vacay meeeeee please 

zeroisnowboarding
sweepstakes 
pepsi jetblue",,,,
3120,zeroisnowboarding sweepstakes i’m ready!!! pepsi jetblue ,,,,
3121,zeroisnowboarding sweepstakes and  pepsi and jetblue let's fly ✈️🕊️ ,,,,
3122,jetblue pepsi because there are zero excuses for me not to try and win!! zeroisnowboarding sweepstakes pepsi jetblue,,,,
3123,jetblue pepsi ready to takeoff 🙌🏾🧘🏾‍♀️🤩 zeroisnowboarding sweepstakes pepsi jetblue,,,,
3124,jetblue pepsi i want to feel like an influencer this summer. every season actually. 🫣zeroisnowboarding sweepstakes,,,,
3126,love pepsi and jetblue zeroisnowboarding sweepstakes pepsi and jetblue ,,,,
3127,"jetblue pepsi zeroisnowboarding sweepstakes pepsi jetblue 
i would like to win",,,,
3128,jetblue pepsi i can definitely use a vacation. zeroisnowboarding sweepstakes  pepsi  jetblue where do you suggest i go????,,,,
3129,"here we go!! 🤩🤩🤩

zeroisnowboarding sweepstakes pepsi jetblue",,,,
3130,jetblue pepsi have not been on vacay for years.  would love to travel with you!,,,,
3131,"jetblue pepsi zeroisnowboarding sweepstakes pepsi and jetblue
let's fly ✈️🛫",,,,
3133,w/ zeroisnowboarding sweepstakes and tag pepsi and jetblue ,,,,
3135,jetblue pepsi plzzz mee😬,,,,
3136,pepsi jetblue zeroisnowboarding sweepstakes and tag pepsi and jetblue,,,,
3138,"watch episode 1 of 'difference makers' with 36westbrook and chloemchaffin » 

(⚡️ by pepsi)",,,,
3139,olivemxy pepsimaxuk i hope pepsi listens!,,,,
3140,"no teu time, quem joga e quem é banco?

- wanderson
- pedro henrique
- valência
- luiz adriano

legal

tomaessa pepsi resenhapepsiblack ",,,,
